               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,            0.041239,            0.025162,            0.011247,             0.46739,             0.58142,             0.51261,             0.29757,            0.035178,            0.015016,           0.0082279,           0.0093224,           0.0093224,           0.0093224
                  49,            0.041262,            0.025401,            0.011042,             0.46807,              0.5804,             0.51293,             0.29831,            0.035161,            0.015011,           0.0082203,           0.0092941,           0.0092941,           0.0092941
                  50,            0.041189,             0.02528,            0.011123,             0.45396,             0.59444,             0.51368,             0.29864,            0.035145,            0.015002,            0.008203,           0.0092654,           0.0092654,           0.0092654
                  51,            0.041156,            0.025143,            0.011078,             0.45565,             0.59281,             0.51428,             0.29891,            0.035126,            0.014995,           0.0081983,           0.0092361,           0.0092361,           0.0092361
                  52,            0.041059,            0.025047,            0.011022,              0.4715,             0.57782,             0.51459,             0.29923,            0.035118,            0.015001,           0.0081935,           0.0092063,           0.0092063,           0.0092063
                  53,            0.041013,            0.025104,            0.011197,             0.47419,             0.57598,               0.515,             0.29936,            0.035101,            0.014993,           0.0081857,            0.009176,            0.009176,            0.009176
                  54,             0.04098,            0.025167,             0.01125,             0.46523,             0.58498,             0.51562,             0.29965,            0.035101,            0.014997,           0.0081715,           0.0091452,           0.0091452,           0.0091452
                  55,            0.040915,            0.025072,            0.011014,             0.47131,             0.57971,             0.51537,             0.29978,            0.035088,            0.014991,           0.0081601,           0.0091138,           0.0091138,           0.0091138
                  56,            0.040972,            0.025148,            0.011107,             0.46696,             0.58361,             0.51573,             0.30023,            0.035076,            0.014996,           0.0081594,           0.0090821,           0.0090821,           0.0090821
                  57,            0.040934,            0.025108,            0.011069,             0.46871,             0.58296,             0.51604,             0.30039,            0.035075,            0.014994,           0.0081581,           0.0090498,           0.0090498,           0.0090498
                  58,            0.040913,            0.025128,            0.010923,             0.46737,             0.58532,              0.5167,             0.30051,            0.035084,            0.015002,           0.0081467,            0.009017,            0.009017,            0.009017
                  59,            0.040919,            0.025122,            0.011001,             0.46801,             0.58503,              0.5171,             0.30094,            0.035084,            0.015006,           0.0081354,           0.0089838,           0.0089838,           0.0089838
                  60,             0.04099,            0.025174,            0.010957,             0.46948,             0.58439,             0.51756,             0.30103,            0.035078,            0.015012,           0.0081266,           0.0089501,           0.0089501,           0.0089501
                  61,            0.040864,            0.025123,            0.010896,              0.4706,             0.58318,             0.51787,             0.30129,            0.035069,            0.015014,           0.0081128,           0.0089159,           0.0089159,           0.0089159
                  62,            0.040858,            0.025004,            0.010866,             0.45584,             0.59838,             0.51837,             0.30155,            0.035067,            0.015018,           0.0080997,           0.0088812,           0.0088812,           0.0088812
